"elevation_m","drainage_density_km_per_km2","storm_drain_proximity_m","historical_rainfall_intensity_mm_hr","return_period_years","land_use","soil_group","storm_drain_type"
53.9,3.27,143.9,66.2,10,"Residential","C","CurbInlet"
88.93,8.38,162.7,61.9,10,"Roads","","Manhole"
16,4.3,129.9,46.3,10,"Roads","","GratedInlet"
55.01,4.83,124.1,47.1,50,"Residential","C","CurbInlet"
11.84,9.25,64.4,30.6,100,"Commercial","","Manhole"
107.02,9.83,160,25.6,2,"Commercial","C","GratedInlet"
17.16,3.69,103,61.6,25,"Roads","A","CurbInlet"
61.91,7,373.4,28.2,25,"Industrial","C","None"
40.91,7.3,92.2,19,2,"Industrial","D","GratedInlet"
50.55,6.08,37.3,13.4,2,"Roads","C","Manhole"
20.78,5.95,320.4,22.7,100,"Roads","","OpenChannel"
21.56,4.18,282.1,16.6,50,"Green","C","CurbInlet"
5.73,6.64,138.5,46,2,"Roads","B","OpenChannel"
113.28,5.43,78.8,25.2,50,"Roads","D","CurbInlet"
40.07,10.88,260.9,62.8,10,"Roads","C","OpenChannel"
-3,3.86,146.1,61.5,10,"Residential","B","CurbInlet"
11.68,3.69,402.5,116.9,50,"Green","D","None"
99.39,6.66,146.9,43.7,100,"Roads","A","GratedInlet"
96.57,10.24,140.7,44.3,10,"Roads","B","CurbInlet"
17.1,4.07,117.1,42.9,5,"Residential","B","Manhole"
11.49,5.2,73.1,47.8,25,"Residential","C","GratedInlet"
-3,8.83,98.7,68.6,25,"Industrial","C","OpenChannel"
14.04,3.76,159.4,59.3,10,"Green","D","Manhole"
221.63,3.48,162.9,19.9,2,"Green","B","OpenChannel"
81.19,9.67,71.3,66.8,5,"Industrial","B","CurbInlet"
-3,9.49,78,47,10,"Commercial","A","Manhole"
53.29,6.74,335.6,41.3,50,"Commercial","D","None"
5.94,4.72,191.8,18.8,50,"Industrial","A","None"
39,9.11,18,19.4,5,"Industrial","B","CurbInlet"
96.48,3.59,20.8,38.3,2,"Residential","C","CurbInlet"
3.79,4.15,124.4,35.1,5,"Industrial","C","GratedInlet"
5.4,5.52,38.4,22.7,10,"Residential","B","Manhole"
56.14,9,245.4,30.5,25,"Roads","C","OpenChannel"
67.21,4.77,63.4,30.9,10,"Residential","C","Manhole"
16.1,6.98,33.2,26.9,10,"Green","A","Manhole"
-3,8.61,203.7,37.6,2,"Roads","D","CurbInlet"
84.93,9.39,161,24.5,2,"Roads","A","CurbInlet"
23.59,4.94,192.4,31.7,5,"Residential","C","OpenChannel"
38.5,5.99,382.9,25.7,10,"Residential","C","OpenChannel"
12.62,8.19,48.8,23.1,25,"Roads","","CurbInlet"
54.95,5.88,186.5,34.9,50,"Residential","A","None"
51.51,5.3,222.3,47.8,10,"Green","A","OpenChannel"
22.26,9.55,39.9,30.2,100,"Commercial","C","CurbInlet"
82.39,5.98,45.2,13.5,5,"Commercial","B","GratedInlet"
12.13,7.46,9.4,27.9,50,"Industrial","D","Manhole"
22.91,4.32,55.7,50.5,10,"Residential","B","GratedInlet"
19.7,5.76,260.2,86.5,50,"Water","B","Manhole"
15.27,7.02,82.8,118.6,50,"Industrial","B","CurbInlet"
33.57,5.79,105.2,17,5,"Residential","C","GratedInlet"
29.95,6.95,54.2,31.9,50,"Industrial","A","GratedInlet"
28.62,6.02,112.9,64.6,25,"Residential","B","None"
-3,10.48,98.8,48.4,50,"Industrial","","Manhole"
13.84,8.49,65.5,79.6,5,"Commercial","","GratedInlet"
-2.91,2.84,23.4,33.4,5,"Residential","A","Manhole"
69.84,7.73,64.7,30.1,2,"Residential","","CurbInlet"
47.77,4.51,324,37.4,5,"Commercial","B","OpenChannel"
53.81,7.84,91.6,24.1,10,"Residential","C","GratedInlet"
26.19,9.69,65.7,16.8,10,"Industrial","A","GratedInlet"
38.72,2.71,145.3,20.6,5,"Green","B","OpenChannel"
13.08,10.48,35.2,103.2,10,"Commercial","B","CurbInlet"
-3,4.99,73.5,32.7,10,"Roads","D","GratedInlet"
21.2,3.31,116.2,26.5,10,"Industrial","C","CurbInlet"
53.25,4.98,345.1,21.7,5,"Roads","C","None"
-3,4.86,179,22.4,10,"Green","D","CurbInlet"
32.89,8.33,56.5,82.9,25,"Roads","D","CurbInlet"
71.92,8.95,80.3,11.7,2,"Commercial","C","Manhole"
0.57,7.1,82.6,43.6,2,"Mixed","D","CurbInlet"
18.45,8.11,69.7,40,2,"Residential","D","CurbInlet"
11.45,7.5,284.6,61.6,2,"Industrial","A","OpenChannel"
3.03,10.95,129.3,20.2,10,"Informal","D","OpenChannel"
23.04,9.95,65.2,66.4,5,"Roads","B","Manhole"
14.84,4.13,63.4,37.9,2,"Residential","A","GratedInlet"
32,6.92,17.6,49.7,5,"Residential","C","Manhole"
1.31,8,66.3,85.6,2,"Roads","A","Manhole"
5.85,7.91,52,39.7,5,"Roads","","Manhole"
78.15,7.49,63.4,46.1,5,"Residential","D","CurbInlet"
22.15,5.95,264.5,40.8,2,"Water","D","OpenChannel"
21.6,7.83,46.2,31.3,10,"Roads","A","CurbInlet"
56.79,3.89,131.2,28.2,2,"Green","B","CurbInlet"
17.92,5.01,113.2,43.2,2,"Roads","B","Manhole"
-3,4.78,2.7,58.7,5,"Residential","C","OpenChannel"
89.94,7.86,186.7,55.9,25,"Institutional","C","OpenChannel"
18.07,7.6,31.4,38.4,10,"Residential","","GratedInlet"
9.14,6.95,444.1,46.6,50,"Green","C","None"
8.39,7.24,157.7,50,2,"Commercial","A","Manhole"
67.6,5.35,139.1,13.6,5,"Residential","D","OpenChannel"
101.36,7.06,66.2,48.4,2,"Residential","C","OpenChannel"
-3,3.25,86.6,26.4,10,"Residential","D","CurbInlet"
9.57,5.45,61,28.9,10,"Commercial","A","CurbInlet"
11.92,4.97,26.8,45.9,10,"Residential","A","CurbInlet"
11.83,4.11,139.4,35,2,"Green","B","Manhole"
87.5,5.07,115.8,38.1,50,"Residential","B","Manhole"
9.66,5.94,23.8,67.4,10,"Commercial","C","Manhole"
47.38,3.46,128.2,30.9,5,"Residential","B","CurbInlet"
83.92,5.89,136.4,25.9,2,"Industrial","C","CurbInlet"
22.12,7.9,57.3,11.1,10,"Commercial","B","GratedInlet"
2.28,1.79,146.9,13.7,25,"Water","B","GratedInlet"
11.42,7.67,146.5,70.1,5,"Industrial","A","CurbInlet"
10.83,4.63,92.4,62.3,50,"Commercial","A","GratedInlet"
10.81,4.85,239.5,128.1,10,"Green","","Manhole"
90.15,9.85,273.3,52.4,50,"Roads","A","None"
-1.6,9.24,79.9,40.9,2,"Roads","C","CurbInlet"
38.52,6.54,23.4,32.9,100,"Residential","D","CurbInlet"
32.67,8.6,59.6,33.4,25,"Commercial","B","CurbInlet"
46.75,5.68,175.7,30.8,25,"Roads","D","OpenChannel"
47.14,5.24,179.9,25.5,10,"Green","B","GratedInlet"
86.35,5.73,171.1,41.2,2,"Residential","C","GratedInlet"
5.74,5.2,205.7,49.5,100,"Water","B","CurbInlet"
72.66,7.66,158.1,38.4,5,"Green","C","Manhole"
24.77,3.98,94.4,103.5,50,"Roads","B","CurbInlet"
11.32,3.74,222.8,14.8,5,"Green","B","Manhole"
52.4,5.25,146,63.2,10,"Green","D","CurbInlet"
29.04,9.93,68.1,99,5,"Industrial","D","CurbInlet"
9.18,3.32,315.5,23.9,25,"Informal","A","GratedInlet"
34.72,6.94,2.8,41.9,2,"Residential","B","GratedInlet"
-3,8.94,194.3,59.8,10,"Commercial","A","OpenChannel"
83.05,10,115.9,24,50,"Commercial","C","CurbInlet"
66.86,9.7,102.8,51.2,25,"Commercial","B","OpenChannel"
21.69,4.09,95.5,56.8,25,"Residential","A","Manhole"
8.11,3.43,9.8,95.3,50,"Residential","C","Manhole"
2.42,3.15,353.4,18.8,2,"Green","C","Manhole"
13.29,6.59,4.6,38.8,5,"Roads","B","CurbInlet"
48.39,4.68,50.4,45.3,25,"Residential","D","Manhole"
74.92,6.26,34.1,40.5,2,"Residential","D","Manhole"
17.06,3.84,303.4,30,2,"Green","C","OpenChannel"
47.2,4.77,24.9,31.3,2,"Residential","B","CurbInlet"
43.66,4.73,43.6,51.3,5,"Institutional","C","OpenChannel"
-3,7.06,305.5,50.2,50,"Residential","A","OpenChannel"
-3,9.09,43.8,32.8,5,"Industrial","A","CurbInlet"
70.6,2.57,58.8,33.1,5,"Residential","D","CurbInlet"
75.23,7.62,20.5,66.3,5,"Residential","B","GratedInlet"
69.76,3.8,104.7,13.3,25,"Commercial","A","CurbInlet"
57.42,3.13,229.2,55.2,100,"Institutional","C","OpenChannel"
49.06,7.41,0.3,29.4,5,"Roads","D","Manhole"
0.6,7.79,43.6,117.9,50,"Residential","A","OpenChannel"
7.84,9.11,49.4,56.8,2,"Industrial","C","Manhole"
110.57,5.08,36.2,54.7,50,"Industrial","B","Manhole"
69.68,9.54,16.7,30.9,10,"Commercial","A","Manhole"
11.78,11.07,205.2,35.1,2,"Commercial","C","OpenChannel"
1.34,5.24,91.6,18.8,10,"Roads","D","GratedInlet"
15.03,9.13,82.4,20.8,10,"Roads","D","CurbInlet"
-3,6.28,72.5,17.6,2,"Roads","C","Manhole"
57.56,7.61,158.1,33.8,2,"Roads","A","GratedInlet"
49.34,7.17,24.4,17.8,25,"Industrial","D","Manhole"
42.73,7.71,45.9,27.7,5,"Industrial","C","Manhole"
54.15,7.65,83.9,36.2,50,"Roads","B","Manhole"
72.52,4.97,428.7,28.5,5,"Green","C","OpenChannel"
77.38,5.83,19.2,44.5,25,"Commercial","A","OpenChannel"
56.24,8.81,112.5,18.8,25,"Industrial","D","Manhole"
32.19,2.2,177,48,5,"Green","A","Manhole"
17.91,3.61,122.8,46.3,5,"Roads","B","Manhole"
-3,9.7,254.9,12.8,50,"Commercial","B","OpenChannel"
19.84,8.28,224,32.3,5,"Industrial","D","OpenChannel"
71.25,3.12,63.9,32.5,25,"Residential","","Manhole"
10.38,5.88,27.1,20.4,10,"Roads","","GratedInlet"
19.29,5.01,89.2,24.9,10,"Residential","D","GratedInlet"
10.34,8.36,1.9,32.4,2,"Commercial","","Manhole"
43.54,4.24,205.6,25.8,2,"Green","C","CurbInlet"
63.01,2.66,157.5,36.7,25,"Residential","D","GratedInlet"
72.35,4.12,150.6,38.7,5,"Commercial","","Manhole"
28.68,6.51,15.1,56.7,10,"Residential","A","CurbInlet"
15.3,5.29,277.1,78.9,25,"Green","A","CurbInlet"
-0.71,5.56,27.3,62.6,10,"Residential","B","Manhole"
62.61,5.63,105.6,43.8,25,"Roads","D","Manhole"
50.93,3.1,61,118.3,5,"Residential","B","Manhole"
-3,10.18,66.7,33.5,2,"Commercial","A","Manhole"
139.09,6.4,114.5,20.2,100,"Industrial","A","GratedInlet"
90.85,7.36,12.4,51.1,2,"Residential","","GratedInlet"
136.89,1.4,156.3,63.1,2,"Water","D","OpenChannel"
13.99,5.49,46.4,59.1,5,"Industrial","A","GratedInlet"
82.81,6.99,205.9,48.9,10,"Commercial","D","OpenChannel"
52.13,5.67,20.7,48,2,"Institutional","B","CurbInlet"
36.13,4.39,186.2,35.9,2,"Green","A","CurbInlet"
-3,2.45,432.1,16.8,5,"Residential","B","None"
23.44,7.26,267.1,73.7,5,"Industrial","B","OpenChannel"
15.34,6.21,116.5,63.6,5,"Roads","A","GratedInlet"
62.47,6.27,380.5,18.8,2,"Institutional","D","Manhole"
-3,4.29,74.1,66.1,25,"Residential","B","GratedInlet"
80.96,7.21,83.9,54.3,5,"Commercial","D","Manhole"
0.14,4.98,65,117.4,50,"Industrial","","Manhole"
-3,6.94,23.5,30.1,25,"Mixed","C","GratedInlet"
88.08,3.21,35.6,16.2,5,"Residential","A","Manhole"
-0.96,7.89,114.1,20.3,25,"Residential","B","CurbInlet"
10.77,8.68,56.1,150,50,"Roads","","CurbInlet"
35.23,5.56,32.2,19.3,25,"Commercial","D","CurbInlet"
45.93,10.5,19.4,35.5,5,"Industrial","D","Manhole"
-3,3.26,140.4,110.1,25,"Residential","B","CurbInlet"
5.65,4.07,105.7,56.3,50,"Institutional","A","GratedInlet"
9.09,7.35,84.3,59.7,25,"Roads","A","GratedInlet"
-3,6.34,156.2,44.1,5,"Green","B","CurbInlet"
43.72,4.47,40.8,40.8,50,"Green","B","GratedInlet"
89.18,6.4,109.8,14.6,50,"Commercial","D","CurbInlet"
-3,3.69,26.1,58.6,25,"Residential","B","GratedInlet"
5.52,8.39,58.8,52.8,50,"Mixed","C","Manhole"
8.53,4.3,9.8,79.6,25,"Residential","B","CurbInlet"
29.3,7.74,83.6,38.1,2,"Roads","D","Manhole"
84.53,7.66,62.7,11.1,2,"Industrial","B","Manhole"
30.67,7.31,424.1,69,5,"Roads","B","None"
43.53,10.13,52.9,30.5,10,"Industrial","D","GratedInlet"
43.79,7.12,35,31,5,"Roads","","Manhole"
22.69,7.02,128.4,65.5,2,"Green","C","Manhole"
24.58,9.25,26.6,37.7,10,"Roads","D","GratedInlet"
21.92,4.57,102.3,74.2,5,"Residential","A","CurbInlet"
44.51,6.29,10.6,27.9,5,"Commercial","B","CurbInlet"
1.49,6.62,112.1,13.2,25,"Commercial","B","GratedInlet"
20.22,3.63,230.6,103.6,25,"Commercial","C","GratedInlet"
-3,9.61,13.2,39.6,2,"Commercial","A","Manhole"
5.44,5.08,91.8,46.4,10,"Commercial","","Manhole"
71.9,7.87,81.9,48.3,50,"Industrial","","GratedInlet"
52.61,5.38,55,20.7,10,"Residential","A","CurbInlet"
-1.54,4.14,313,29,2,"Residential","","OpenChannel"
14.21,3.79,78.8,86.1,10,"Mixed","A","GratedInlet"
1.22,7.7,128.5,20.2,100,"Residential","C","CurbInlet"
72.94,2.69,244.5,44,10,"Water","C","Manhole"
56.42,3.1,114.1,81.5,5,"Green","C","Manhole"
17.06,11.74,247.3,56.3,10,"Roads","A","OpenChannel"
16.76,8.36,44.5,39.9,5,"Commercial","C","CurbInlet"
15.92,7.16,294.9,26.8,10,"Roads","A","OpenChannel"
72.68,8.88,236.2,23.6,2,"Informal","B","Manhole"
79.44,9.98,367.1,30.2,5,"Commercial","A","OpenChannel"
-3,7.21,38.2,41.8,25,"Commercial","A","GratedInlet"
44.73,8.15,98.8,44.9,5,"Residential","B","CurbInlet"
2.04,5.41,218.9,54.2,2,"Residential","D","OpenChannel"
92.56,8.51,3.6,52.1,10,"Industrial","A","CurbInlet"
1.67,8.06,258.1,18,2,"Residential","B","None"
10.26,7.77,267.4,75.1,10,"Roads","B","None"
17.73,8.56,60.4,19.4,25,"Industrial","D","CurbInlet"
37.98,6.81,52.6,37,2,"Roads","B","Manhole"
52.8,6.27,7.7,57.7,5,"Residential","B","OpenChannel"
41.45,5.34,86.3,41.1,25,"Residential","C","Manhole"
48.15,7.55,107.1,64.7,5,"Residential","","CurbInlet"
43.3,2.42,134,46.1,100,"Residential","C","GratedInlet"
51.23,6.38,211.9,32.9,10,"Roads","B","OpenChannel"
10.88,4.75,154,28.8,2,"Informal","B","GratedInlet"
0.41,5.92,157.1,68.6,10,"Institutional","D","GratedInlet"
14.62,7.77,129.9,83.6,100,"Commercial","C","GratedInlet"
17.35,5.57,116.2,53.6,25,"Residential","B","CurbInlet"
63.07,7.58,10.6,25.9,25,"Residential","A","CurbInlet"
10.04,8.28,130.2,99.9,50,"Industrial","D","OpenChannel"
32.66,5.05,223.3,37.5,10,"Green","B","Manhole"
83.31,5.83,23.8,65.9,10,"Roads","","Manhole"
94.05,4.32,32,50.8,10,"Green","A","CurbInlet"
7.17,9.26,139.4,80,25,"Roads","B","OpenChannel"
44.73,6.35,419.5,21,25,"Mixed","D","None"
35.29,9.88,54.7,33.9,50,"Industrial","D","Manhole"
14.83,7.91,117.1,30,50,"Commercial","B","GratedInlet"
-3,6.87,133.8,15.2,2,"Residential","B","GratedInlet"
73.22,2.91,83.8,55.8,25,"Industrial","D","GratedInlet"
-3,6.17,48.6,28.5,2,"Residential","","GratedInlet"
115.16,4.16,56.7,34.7,25,"Mixed","C","Manhole"
-3,5.02,63.3,25.8,50,"Green","B","OpenChannel"
101.24,5.74,67.9,32.2,5,"Commercial","C","GratedInlet"
9.07,4.41,20.5,26.5,10,"Green","B","CurbInlet"
38.95,5.26,65.2,42.8,10,"Industrial","A","Manhole"
15.66,2.9,565.4,22.9,5,"Institutional","C","None"
-3,3.11,223.5,43.2,10,"Residential","C","OpenChannel"
8.84,4.95,304.4,128.8,25,"Institutional","A","Manhole"
35.58,7.28,89.9,39.3,50,"Residential","C","GratedInlet"
2.08,5.17,167.5,8.6,2,"Green","B","CurbInlet"
-3,6.39,86.9,89.3,50,"Residential","C","OpenChannel"
17.46,4.65,81.2,52.1,25,"Industrial","B","CurbInlet"
17.08,4.3,29,125,25,"Residential","C","OpenChannel"
95.53,9.32,35,96.5,25,"Industrial","","CurbInlet"
89.21,7.46,110.8,38.1,5,"Green","","CurbInlet"
10.5,8.82,58.6,29,50,"Industrial","C","CurbInlet"
18.62,4.4,47.1,32.2,2,"Mixed","D","Manhole"
5.44,7.59,325,87,25,"Residential","B","OpenChannel"
61.29,4.29,30.6,55.1,25,"Industrial","C","CurbInlet"
28.8,5.55,412.4,66.7,50,"Water","B","Manhole"
2.47,8.29,52.9,41.2,5,"Industrial","","GratedInlet"
59.67,2.78,249.7,23.7,25,"Green","C","CurbInlet"
77.82,4.27,19.9,12.7,2,"Roads","B","GratedInlet"
121.72,3.9,48.3,70.4,5,"Green","C","CurbInlet"
15.22,8.16,81.8,17.5,10,"Commercial","B","OpenChannel"
12.45,8.47,36,37.3,2,"Commercial","B","CurbInlet"
21.14,4.71,107.6,51.5,5,"Mixed","B","CurbInlet"
9.29,10.18,78.1,49.8,5,"Roads","D","Manhole"
52.08,3.27,288.8,19.9,2,"Water","C","OpenChannel"
46.26,10.44,60.3,44.6,5,"Industrial","B","CurbInlet"
5.21,4.87,470.2,52.2,10,"Water","C","OpenChannel"
52.42,6.33,113.4,64.2,50,"Commercial","","GratedInlet"
3.7,3.39,13.9,22.6,2,"Residential","B","CurbInlet"
5.69,8.31,144.4,57.6,50,"Commercial","D","GratedInlet"
16.22,5.34,293.2,25.2,10,"Informal","A","Manhole"
-3,9.73,128.6,41.2,50,"Roads","C","None"
1.69,7.16,100.7,57.9,5,"Commercial","C","GratedInlet"
122.72,6.75,224.8,21,2,"Residential","C","OpenChannel"
116.82,6.64,178.8,15.6,5,"Industrial","C","GratedInlet"
66.46,5.11,30.3,25.7,5,"Residential","C","GratedInlet"
81.44,8.07,32.5,16.6,5,"Roads","A","OpenChannel"
45.48,4.82,387.8,14.6,2,"Residential","C","OpenChannel"
1.07,6.44,88.6,37.7,5,"Roads","D","GratedInlet"
-3,7.82,15.2,51,25,"Residential","B","CurbInlet"
-3,8.89,64.8,31.8,5,"Roads","D","OpenChannel"
63.6,3.94,30.8,24.8,5,"Residential","","Manhole"
80.87,7.45,119.2,25.7,50,"Commercial","A","GratedInlet"
197.13,4.69,160.9,45.4,50,"Institutional","C","Manhole"
52.63,4.14,29.6,51,2,"Industrial","A","Manhole"
44.44,3.73,275.5,26,2,"Institutional","B","OpenChannel"
20.7,10.75,35.5,21,2,"Commercial","C","GratedInlet"
31.44,4.92,50.7,20.6,10,"Green","C","Manhole"
121.47,8.53,76.1,49.5,5,"Commercial","A","CurbInlet"
81.66,4.59,372.4,26.9,10,"Institutional","","CurbInlet"
15.65,7.47,34.2,42,50,"Residential","D","Manhole"
15.9,4.24,71.6,73.5,50,"Residential","B","GratedInlet"
32.23,3.78,152.6,42.2,5,"Residential","B","None"
13.4,6.23,233.5,78.4,50,"Green","","GratedInlet"
5.35,10.9,379.7,25.5,10,"Roads","A","OpenChannel"
-3,6.49,0.2,34.5,2,"Green","A","CurbInlet"
39.82,11.38,129.2,20.4,10,"Roads","A","OpenChannel"
12.03,5.21,0.7,50.3,2,"Roads","C","GratedInlet"
12.04,9.42,190.2,22.3,5,"Roads","B","None"
8.77,11.13,113.2,128.9,50,"Roads","B","Manhole"
9.87,8.91,46,33,10,"Residential","B","CurbInlet"
5.92,8.38,84.6,46,2,"Industrial","","OpenChannel"
101.37,5.5,3.4,6,10,"Residential","C","OpenChannel"
13.87,6.03,61.8,33.6,5,"Roads","C","Manhole"
100.96,6.16,45.6,68.9,10,"Commercial","A","Manhole"
26.42,6.35,165.2,43.2,25,"Residential","C","OpenChannel"
52.73,2.93,91.3,41.9,5,"Green","C","CurbInlet"
-2.21,7.45,106.2,40.8,10,"Green","A","CurbInlet"
109.25,5.61,83,41.9,10,"Industrial","D","Manhole"
144.86,6.06,275.5,32.9,2,"Institutional","","GratedInlet"
36.85,4.23,161.2,55.6,5,"Green","","Manhole"
11.53,4.71,96.6,32.5,25,"Roads","A","Manhole"
18.12,6.56,41,45.3,5,"Residential","C","CurbInlet"
4.43,7.74,105.2,31.3,10,"Commercial","C","OpenChannel"
18.3,5.66,5.9,89.5,10,"Residential","C","Manhole"
-2.17,2.53,238.6,47.3,25,"Green","C","Manhole"
3.06,5,53.8,13.1,2,"Residential","D","GratedInlet"
29.84,7.51,44.3,59,10,"Roads","B","CurbInlet"
0.02,5.05,6.7,20.6,2,"Residential","C","CurbInlet"
62.54,3.06,171.9,25.5,2,"Water","C","CurbInlet"
29.98,6.59,34.2,42.2,2,"Residential","C","GratedInlet"
18.88,7.83,116.7,41.2,25,"Roads","D","CurbInlet"
21.13,5.84,483.5,39,5,"Residential","D","None"
108.91,6.78,143.4,38.3,10,"Commercial","D","OpenChannel"
7.15,2.59,98.4,61.5,10,"Residential","B","Manhole"
29.57,3.53,139,55.8,10,"Institutional","A","Manhole"
53.89,4.47,20.8,22.2,25,"Roads","C","GratedInlet"
10.38,6.49,290.5,56.1,10,"Residential","C","OpenChannel"
7.07,6.98,27.9,44.7,25,"Residential","B","CurbInlet"
7.9,9.79,364.2,79.9,25,"Commercial","C","OpenChannel"
49.62,2.47,9.5,34.8,2,"Residential","B","OpenChannel"
26.4,7.14,178.3,22.3,2,"Roads","","None"
6.91,2.36,226.4,87.6,100,"Institutional","B","Manhole"
-3,6.13,177.6,15.7,10,"Roads","B","OpenChannel"
27.82,9.99,41.6,40.4,10,"Roads","","Manhole"
-3,4.47,4.7,73.9,25,"Roads","D","OpenChannel"
-3,8.59,83.1,20.8,5,"Residential","A","GratedInlet"
27.11,4.58,37.7,65,25,"Roads","D","None"
34.1,4.94,244.8,26,10,"Residential","C","OpenChannel"
150.04,2.92,109.7,26.8,10,"Institutional","B","GratedInlet"
71.61,5.12,39.5,41.3,2,"Green","C","OpenChannel"
19.29,9.32,50,60.9,5,"Commercial","C","Manhole"
-3,9.9,171.8,35.6,2,"Commercial","B","CurbInlet"
77.44,6.23,110.2,41.7,10,"Residential","B","GratedInlet"
36.77,3.49,162.7,86.6,25,"Residential","C","CurbInlet"
30.23,7.45,156.9,15.5,5,"Residential","D","OpenChannel"
27.63,2.61,211.4,20.3,5,"Water","D","GratedInlet"
38.52,7.47,153.1,34,10,"Residential","","CurbInlet"
74.91,6.63,144.7,25.4,2,"Industrial","C","OpenChannel"
-3,3.85,132.2,59.9,10,"Green","D","GratedInlet"
82.94,3.65,55.7,18.7,2,"Residential","C","Manhole"
95.42,8.45,68.4,85.8,10,"Commercial","A","Manhole"
-1.53,5.33,111.7,92.7,25,"Green","D","GratedInlet"
42.23,7.49,114.1,53.8,5,"Commercial","D","CurbInlet"
7.26,10.84,166,41.8,100,"Commercial","D","GratedInlet"
12.51,4.32,82.7,62.2,50,"Commercial","C","CurbInlet"
116.88,5.43,0.9,23.4,10,"Residential","","CurbInlet"
-3,4.41,85.8,14.4,5,"Informal","B","Manhole"
31.39,3.5,98.7,77.7,100,"Institutional","B","GratedInlet"
51.13,10.4,130.6,52.6,10,"Industrial","A","OpenChannel"
9.92,3.92,188.3,30.7,10,"Institutional","B","Manhole"
11.04,7.11,18.7,45.4,25,"Industrial","","CurbInlet"
118.26,6.19,256.7,34.8,2,"Institutional","C","Manhole"
66.95,6.01,100,21.9,10,"Residential","B","Manhole"
50.09,4.25,211.1,54.9,25,"Green","D","Manhole"
63.68,8.92,8.4,34.1,10,"Roads","C","GratedInlet"
28.59,7.04,3.7,26.3,100,"Residential","","GratedInlet"
11.95,10.35,493.3,39,5,"Industrial","C","OpenChannel"
-3,5.4,51,24.4,10,"Residential","D","CurbInlet"
57.71,2.62,90.2,15.9,2,"Residential","B","Manhole"
38.11,1.57,297.9,26.1,5,"Green","C","Manhole"
-3,4.63,106.8,59.4,5,"Residential","D","CurbInlet"
26.38,6.61,195.2,39.2,2,"Institutional","C","CurbInlet"
5.18,2.84,42.2,45,10,"Residential","C","CurbInlet"
11.34,6.11,96.3,55.9,10,"Mixed","B","CurbInlet"
10.36,8.83,102.7,46.4,10,"Industrial","B","Manhole"
12.7,6.12,105.2,30.5,5,"Commercial","C","GratedInlet"
58.01,8.31,159.3,57.1,10,"Commercial","","GratedInlet"
-3,7.81,155.9,52.5,5,"Residential","B","OpenChannel"
72.63,4.56,79,15,2,"Green","A","GratedInlet"
28.98,7.15,259.9,37.4,5,"Informal","B","Manhole"
-3,6.09,123.7,37.5,2,"Green","C","Manhole"
27.73,3.32,401.3,55.6,100,"Roads","D","OpenChannel"
23.92,8.33,1.3,27.8,10,"Roads","A","OpenChannel"
57.09,7.96,193.4,26.9,2,"Green","C","Manhole"
4.45,5.13,378.8,38,2,"Residential","D","None"
-3,6.3,85.6,73.6,10,"Roads","","GratedInlet"
10.06,4.99,26.5,28,2,"Residential","","CurbInlet"
153.69,2.29,115,23.7,2,"Green","C","OpenChannel"
48.37,3.33,106.1,34.7,100,"Industrial","A","CurbInlet"
6.47,6.62,43.6,46.9,10,"Industrial","D","CurbInlet"
13.61,8.16,215.9,78.8,50,"Roads","B","OpenChannel"
74.22,4.46,101.6,37,5,"Residential","A","GratedInlet"
108.23,3.71,23.2,73.3,50,"Residential","","GratedInlet"
19.87,5.17,67.1,22.3,5,"Commercial","B","Manhole"
50.89,4.85,40.4,94.2,25,"Residential","","CurbInlet"
12.29,2.45,157,67.1,50,"Water","B","Manhole"
12.35,6.39,100.9,64.1,100,"Residential","D","CurbInlet"
7.53,3.65,352.3,50.4,2,"Green","B","Manhole"
-1.61,3.09,84.9,25.2,2,"Residential","C","CurbInlet"
94.76,6.98,141.8,67.6,2,"Institutional","C","OpenChannel"
5.99,8.9,125.2,49,2,"Roads","","Manhole"
-0.98,4.33,66.7,39.2,50,"Residential","B","CurbInlet"
18.03,5.64,0.8,37.2,5,"Residential","D","CurbInlet"
54.89,5.84,6.2,51.1,5,"Residential","C","OpenChannel"
3.09,3.28,95.3,73.1,2,"Green","","CurbInlet"
8.44,10.43,410.8,50.5,2,"Roads","B","OpenChannel"
-3,8.91,57.6,45,2,"Commercial","C","CurbInlet"
17.4,8.07,121.9,27.1,25,"Industrial","D","Manhole"
2.62,5.37,231.9,82.5,10,"Residential","B","GratedInlet"
44.14,8.47,23.9,39,2,"Commercial","C","CurbInlet"
88.08,6.86,83.1,27.1,2,"Roads","A","CurbInlet"
6.55,9.09,260.5,49,2,"Roads","A","None"
-3,4.82,66.8,62.6,5,"Residential","B","Manhole"
5.53,5.73,56,122.4,50,"Residential","A","OpenChannel"
64.29,6.03,131.9,24.5,5,"Industrial","D","Manhole"
46.88,5.67,147.5,17.1,5,"Commercial","A","CurbInlet"
54.87,9.88,98.4,50.3,5,"Commercial","","Manhole"
32.9,8.5,75.6,61.6,5,"Roads","A","Manhole"
135.92,3.65,17.8,40.1,50,"Roads","C","GratedInlet"
85.92,6.73,3.6,32.7,25,"Residential","B","CurbInlet"
80.73,6.27,43.4,24,2,"Green","C","None"
27.03,5.23,259.1,33.9,10,"Residential","A","OpenChannel"
68.84,5.94,83,41.8,10,"Residential","C","CurbInlet"
111.75,4.47,352.8,14.8,10,"Industrial","","OpenChannel"
