"city_name","admin_ward","latitude","longitude","cluster","risk_level"
"Barcelona, Spain","District 25",41.245247,2.10476,3,"Medio"
"Rome, Italy","Sector 4",41.870543,12.328795,2,"Bajo"
"Doha, Qatar","Borough Central",25.341679,51.416266,3,"Medio"
"Vancouver, Canada","Sector 17",49.262389,-123.043046,1,"Alto"
"Dubai, UAE","District 23",25.179043,55.318947,2,"Bajo"
"Cape Town, South Africa","District 2",-34.01394,18.444154,3,"Medio"
"Ahmedabad, India","Zone IV",23.044635,72.497931,3,"Medio"
"Vancouver, Canada","Sector 6",49.29266,-123.122796,2,"Bajo"
"Nairobi, Kenya","Borough South",-1.343593,36.961326,3,"Medio"
"Mexico City, Mexico","Sector 13",19.398948,-99.085444,1,"Alto"
"Bengaluru, India","District 18",12.997025,77.673815,2,"Bajo"
"Riyadh, Saudi Arabia","Zone III",24.83752,46.612715,2,"Bajo"
"New Orleans, USA","Sector 15",30.01675,-90.061069,2,"Bajo"
"New Orleans, USA","Sector 23",29.856911,-90.091856,3,"Medio"
"Accra, Ghana","Ward D",5.64871,-0.123407,1,"Alto"
"Jakarta, Indonesia","Zone VI",-6.219765,106.813347,2,"Bajo"
"Dubai, UAE","Sector 5",25.179262,55.324771,3,"Medio"
"Kuala Lumpur, Malaysia","District 11",3.215051,101.6995,2,"Bajo"
"Paris, France","Sector 12",48.849946,2.302564,3,"Medio"
"Manila, Philippines","District 8",14.603027,120.987074,2,"Bajo"
"Mexico City, Mexico","Borough Delta",19.428049,-99.209168,3,"Medio"
"Bogotá, Colombia","Borough Harbor",4.71733,-74.179593,1,"Alto"
"Cape Town, South Africa","Borough Hillside",-33.858642,18.407795,3,"Medio"
"Philadelphia, USA","Zone IX",39.937116,-75.279967,2,"Bajo"
"Durban, South Africa","District 15",-29.900143,31.002225,1,"Alto"
"Mumbai, India","Sector 13",19.090451,72.879029,2,"Bajo"
"Amsterdam, Netherlands","Ward I",52.354225,4.966751,2,"Bajo"
"Tokyo, Japan","District 17",35.555876,139.676039,2,"Bajo"
"Hanoi, Vietnam","Borough Old Town",21.032627,105.818381,2,"Bajo"
"Buenos Aires, Argentina","Zone III",-34.573344,-58.423029,2,"Bajo"
"Athens, Greece","Ward A",38.025192,23.594532,2,"Bajo"
"Guangzhou, China","Zone V",23.077116,113.164569,3,"Medio"
"Bangkok, Thailand","Ward E",13.714462,100.599855,2,"Bajo"
"Nairobi, Kenya","Borough West",-1.28514,36.89165,1,"Alto"
"Barcelona, Spain","District 4",41.353431,2.210294,2,"Bajo"
"Vancouver, Canada","Sector 23",49.414537,-123.172791,3,"Medio"
"Guangzhou, China","Ward C",23.123674,113.242171,3,"Medio"
"Rotterdam, Netherlands","Zone I",51.976994,4.404026,2,"Bajo"
"Rio de Janeiro, Brazil","Zone V",-22.888814,-43.235628,2,"Bajo"
"Rome, Italy","Zone VI",41.966913,12.480707,3,"Medio"
"Rotterdam, Netherlands","Borough East",51.981314,4.463838,1,"Alto"
"Karachi, Pakistan","Sector 23",24.805292,66.910294,2,"Bajo"
"Pune, India","Zone VI",18.433068,73.815346,1,"Alto"
"Manila, Philippines","District 1",14.589462,121.012834,2,"Bajo"
"Paris, France","Sector 17",48.857643,2.337157,1,"Alto"
"Kuala Lumpur, Malaysia","Ward H",3.199504,101.748813,3,"Medio"
"Jakarta, Indonesia","Sector 8",-6.263213,106.99687,1,"Alto"
"Singapore, Singapore","District 4",1.363706,103.834076,2,"Bajo"
"Doha, Qatar","District 15",25.261039,51.503632,3,"Medio"
"Philadelphia, USA","Borough Riverside",39.8863,-75.228163,3,"Medio"
"Rotterdam, Netherlands","Sector 14",51.887277,4.491502,2,"Bajo"
"Vancouver, Canada","District 26",49.273406,-122.946161,3,"Medio"
"Rotterdam, Netherlands","Ward D",52.018151,4.611293,1,"Alto"
"New York, USA","Zone III",40.654663,-74.021046,3,"Medio"
"Vancouver, Canada","Zone III",49.265586,-123.292949,2,"Bajo"
"Tehran, Iran","Sector 24",35.810711,51.293965,3,"Medio"
"Durban, South Africa","Ward H",-29.900187,31.052266,2,"Bajo"
"Dubai, UAE","Zone X",25.224333,55.267213,2,"Bajo"
"Dubai, UAE","Zone X",25.289752,55.336821,1,"Alto"
"Shenzhen, China","Sector 24",22.546913,114.226135,2,"Bajo"
"Singapore, Singapore","Ward J",1.280166,103.828157,2,"Bajo"
"Manila, Philippines","Sector 15",14.537242,121.007069,1,"Alto"
"Pune, India","District 20",18.444194,73.862385,2,"Bajo"
"Taipei, Taiwan","Zone IV",25.079574,121.505348,3,"Medio"
"Durban, South Africa","Zone VIII",-29.813757,30.815757,2,"Bajo"
"Kolkata, India","Zone IX",22.647537,88.291138,2,"Bajo"
"Athens, Greece","Sector 29",37.911131,23.757674,1,"Alto"
"Auckland, New Zealand","Ward E",-36.848344,174.75701,3,"Medio"
"Cape Town, South Africa","Zone III",-33.873525,18.560059,1,"Alto"
"Hyderabad, India","Sector 27",17.344686,78.557904,1,"Alto"
"Ho Chi Minh City, Vietnam","Borough Central",10.852161,106.725977,2,"Bajo"
"New Orleans, USA","Borough Hillside",29.950659,-90.132452,1,"Alto"
"Hanoi, Vietnam","District 1",20.964967,105.797097,1,"Alto"
"Shenzhen, China","Sector 25",22.657544,114.01175,2,"Bajo"
"Vancouver, Canada","Ward D",49.271834,-123.153985,1,"Alto"
"New York, USA","Borough East",40.66335,-73.92624,3,"Medio"
"Istanbul, Türkiye","District 23",40.935012,29.092144,2,"Bajo"
"Philadelphia, USA","Sector 12",39.924458,-75.214648,2,"Bajo"
"Vancouver, Canada","District 6",49.317634,-123.108809,3,"Medio"
"Mumbai, India","Ward D",18.987762,72.833014,3,"Medio"
"Hamburg, Germany","Zone I",53.514386,9.941728,1,"Alto"
"Manila, Philippines","Borough South",14.674282,120.970119,2,"Bajo"
"Tehran, Iran","District 22",35.703458,51.495002,3,"Medio"
"Kuala Lumpur, Malaysia","Ward E",3.193663,101.71214,3,"Medio"
"Tokyo, Japan","District 23",35.596028,139.691305,1,"Alto"
"Nairobi, Kenya","District 30",-1.284704,36.837861,3,"Medio"
"Athens, Greece","Ward D",37.96037,23.786262,1,"Alto"
"Kolkata, India","District 24",22.749871,88.378939,3,"Medio"
"Athens, Greece","Borough Old Town",37.973256,23.752313,3,"Medio"
"Dubai, UAE","Borough Harbor",25.147178,55.34666,2,"Bajo"
"Nairobi, Kenya","Zone VII",-1.325473,36.752709,1,"Alto"
"Delhi, India","Borough Old Town",28.733684,77.224409,2,"Bajo"
"Chennai, India","Ward H",13.070731,80.295652,3,"Medio"
"Singapore, Singapore","District 11",1.407323,103.779475,2,"Bajo"
"Bogotá, Colombia","District 22",4.717888,-74.116387,2,"Bajo"
"Delhi, India","Borough East",28.617247,77.109779,2,"Bajo"
"New York, USA","Zone VIII",40.718008,-74.039586,2,"Bajo"
"Barcelona, Spain","Zone IX",41.498312,2.187095,2,"Bajo"
"Auckland, New Zealand","District 17",-36.842567,174.835616,2,"Bajo"
"Washington DC, USA","Borough Delta",38.926672,-76.991597,2,"Bajo"
"Pune, India","Zone X",18.550031,73.861598,2,"Bajo"
"Doha, Qatar","Borough Central",25.36351,51.3671,2,"Bajo"
"Brisbane, Australia","District 25",-27.441952,153.104409,2,"Bajo"
"Rome, Italy","Sector 2",41.85157,12.479182,1,"Alto"
"Istanbul, Türkiye","District 7",41.022895,28.899002,2,"Bajo"
"New York, USA","Zone X",40.696834,-73.96006,2,"Bajo"
"New Orleans, USA","Zone V",29.903257,-89.96409,1,"Alto"
"Manila, Philippines","Sector 20",14.688305,120.911848,2,"Bajo"
"New Orleans, USA","Borough East",29.995263,-90.028266,2,"Bajo"
"Mexico City, Mexico","District 28",19.30931,-99.057294,3,"Medio"
"New Orleans, USA","Sector 19",29.965805,-90.105716,2,"Bajo"
"Rome, Italy","Zone VIII",41.911641,12.575634,3,"Medio"
"Shenzhen, China","Ward I",22.566326,114.00883,2,"Bajo"
"Seoul, South Korea","Zone X",37.563452,126.868098,1,"Alto"
"Montreal, Canada","Ward D",45.538737,-73.618238,3,"Medio"
"Brisbane, Australia","Sector 19",-27.617391,153.023557,2,"Bajo"
"Shenzhen, China","Borough East",22.533959,114.096474,3,"Medio"
"Chennai, India","Ward G",13.044283,80.199049,1,"Alto"
"Rome, Italy","Borough Delta",41.81193,12.49272,2,"Bajo"
"Kuala Lumpur, Malaysia","District 18",3.218409,101.70542,3,"Medio"
"Delhi, India","Sector 2",28.633431,77.187809,2,"Bajo"
"Brisbane, Australia","Ward F",-27.507652,152.908336,3,"Medio"
"San Francisco, USA","Sector 29",37.838897,-122.422256,1,"Alto"
"Lagos, Nigeria","District 4",6.522778,3.314364,2,"Bajo"
"New York, USA","Ward J",40.522257,-74.015079,2,"Bajo"
"Kolkata, India","Ward I",22.583611,88.348279,1,"Alto"
"Dhaka, Bangladesh","Borough West",23.787636,90.318316,1,"Alto"
"Auckland, New Zealand","Sector 15",-36.774273,174.803967,2,"Bajo"
"Manila, Philippines","District 29",14.675823,120.946278,2,"Bajo"
"Brisbane, Australia","Sector 26",-27.507544,153.069348,1,"Alto"
"Taipei, Taiwan","Zone VI",25.049711,121.54844,2,"Bajo"
"Hong Kong, China","District 21",22.334683,114.229712,2,"Bajo"
"Dubai, UAE","Sector 26",25.15442,55.204265,3,"Medio"
"Hanoi, Vietnam","District 12",20.974585,105.832202,2,"Bajo"
"Tokyo, Japan","Ward A",35.628516,139.642413,2,"Bajo"
"Bengaluru, India","Borough East",13.035751,77.605745,2,"Bajo"
"Chennai, India","Sector 25",12.937214,80.26766,1,"Alto"
"Chennai, India","Sector 15",13.215859,80.305791,2,"Bajo"
"New York, USA","District 12",40.812788,-74.086715,1,"Alto"
"Dubai, UAE","Zone IX",25.178588,55.266147,2,"Bajo"
"Auckland, New Zealand","Borough East",-36.862003,174.81384,2,"Bajo"
"Lagos, Nigeria","Sector 11",6.593112,3.436032,3,"Medio"
"Mexico City, Mexico","District 12",19.521967,-99.173117,2,"Bajo"
"Dubai, UAE","Borough West",25.223319,55.202678,2,"Bajo"
"Lagos, Nigeria","Ward G",6.394588,3.353792,2,"Bajo"
"Copenhagen, Denmark","Borough Riverside",55.693958,12.517207,2,"Bajo"
"Copenhagen, Denmark","Sector 21",55.728828,12.508908,2,"Bajo"
"Hanoi, Vietnam","Borough Hillside",21.06725,105.884743,1,"Alto"
"Tokyo, Japan","Ward J",35.741148,139.552366,2,"Bajo"
"Miami, USA","District 25",25.755787,-80.24166,3,"Medio"
"Rome, Italy","Ward B",41.80631,12.423265,2,"Bajo"
"Dubai, UAE","Zone I",25.25657,55.289775,2,"Bajo"
"Jakarta, Indonesia","District 18",-6.111608,106.807549,1,"Alto"
"Karachi, Pakistan","Borough Old Town",24.970388,67.105535,2,"Bajo"
"Pune, India","Zone X",18.507924,73.874058,2,"Bajo"
"Taipei, Taiwan","Zone V",25.040224,121.573341,3,"Medio"
"Jakarta, Indonesia","Sector 21",-6.24784,106.806241,2,"Bajo"
"Vancouver, Canada","Zone II",49.331035,-123.069503,3,"Medio"
"Durban, South Africa","Ward B",-29.843438,30.990436,1,"Alto"
"Kuala Lumpur, Malaysia","Sector 24",3.032328,101.657289,1,"Alto"
"Singapore, Singapore","Ward B",1.397125,103.838353,2,"Bajo"
"Barcelona, Spain","Borough Central",41.356949,2.331447,2,"Bajo"
"Copenhagen, Denmark","Ward F",55.696285,12.628094,2,"Bajo"
"Hamburg, Germany","Borough North",53.597784,10.033657,1,"Alto"
"Delhi, India","District 18",28.581175,77.222002,2,"Bajo"
"Lima, Peru","District 22",-12.019781,-77.194553,3,"Medio"
"Lagos, Nigeria","Ward A",6.578388,3.347453,3,"Medio"
"Hamburg, Germany","District 1",53.400215,9.935569,2,"Bajo"
"New York, USA","District 24",40.743956,-73.950251,3,"Medio"
"Jakarta, Indonesia","Sector 8",-6.178563,106.81276,2,"Bajo"
"Hyderabad, India","District 23",17.446934,78.484703,2,"Bajo"
"Nairobi, Kenya","Ward F",-1.345898,36.88653,2,"Bajo"
"Dhaka, Bangladesh","District 19",23.738904,90.458215,3,"Medio"
"Delhi, India","Zone VIII",28.751962,77.291466,3,"Medio"
"Ho Chi Minh City, Vietnam","Borough East",10.817452,106.71885,3,"Medio"
"Ho Chi Minh City, Vietnam","Ward I",10.653499,106.632828,3,"Medio"
"Istanbul, Türkiye","Borough West",40.933669,28.859613,2,"Bajo"
"Rio de Janeiro, Brazil","Borough Harbor",-22.885275,-43.221929,1,"Alto"
"Mumbai, India","District 17",19.181847,72.891275,1,"Alto"
"Singapore, Singapore","Ward B",1.355684,103.815568,2,"Bajo"
"Bangkok, Thailand","Borough North",13.650876,100.412787,3,"Medio"
"Tehran, Iran","Sector 1",35.663038,51.416521,3,"Medio"
"Manila, Philippines","Sector 2",14.700704,120.832512,2,"Bajo"
"Philadelphia, USA","Zone V",39.893735,-75.246275,1,"Alto"
"Houston, USA","District 22",29.750592,-95.404389,2,"Bajo"
"Athens, Greece","District 30",38.000329,23.764904,1,"Alto"
"Guangzhou, China","District 15",23.119836,113.24621,2,"Bajo"
"Tokyo, Japan","Sector 11",35.833125,139.668805,2,"Bajo"
"Athens, Greece","Zone VII",37.844191,23.775213,2,"Bajo"
"Hyderabad, India","Ward F",17.38072,78.458124,2,"Bajo"
"Sao Paulo, Brazil","Sector 12",-23.528036,-46.55215,2,"Bajo"
"Kolkata, India","District 19",22.549886,88.443252,2,"Bajo"
"San Francisco, USA","District 15",37.757627,-122.456186,2,"Bajo"
"Shanghai, China","Zone VI",31.198221,121.374789,1,"Alto"
"Tehran, Iran","Ward G",35.761448,51.256191,2,"Bajo"
"Durban, South Africa","Sector 8",-29.794193,30.906022,1,"Alto"
"Lagos, Nigeria","Ward H",6.480796,3.357132,1,"Alto"
"Ahmedabad, India","Zone VI",22.990506,72.489141,3,"Medio"
"Dubai, UAE","District 30",25.193837,55.316052,1,"Alto"
"Miami, USA","Sector 3",25.861584,-80.202591,2,"Bajo"
"Shenzhen, China","Sector 6",22.571797,114.276343,3,"Medio"
"Ho Chi Minh City, Vietnam","Zone VIII",10.877165,106.56428,2,"Bajo"
"Rome, Italy","Borough Hillside",41.842972,12.4455,1,"Alto"
"Singapore, Singapore","Zone VI",1.322321,103.694293,2,"Bajo"
"Vancouver, Canada","District 10",49.281841,-123.123581,2,"Bajo"
"Chennai, India","Sector 29",13.071353,80.225325,3,"Medio"
"Dhaka, Bangladesh","Borough Hillside",23.922787,90.280409,2,"Bajo"
"Manila, Philippines","Ward F",14.580639,120.962629,1,"Alto"
"Manila, Philippines","Ward I",14.608816,120.933539,2,"Bajo"
"Ahmedabad, India","Ward E",22.990609,72.491048,1,"Alto"
"Riyadh, Saudi Arabia","Ward B",24.648565,46.682534,2,"Bajo"
"Lima, Peru","Borough Riverside",-12.076966,-77.04633,1,"Alto"
"Rotterdam, Netherlands","Zone V",51.912746,4.50254,2,"Bajo"
"Shanghai, China","District 14",31.297324,121.566268,2,"Bajo"
"Houston, USA","Sector 27",29.826518,-95.388756,2,"Bajo"
"Miami, USA","District 5",25.62422,-80.19132,2,"Bajo"
"Istanbul, Türkiye","Sector 24",41.107831,29.02289,1,"Alto"
"Kuala Lumpur, Malaysia","Zone IV",3.173099,101.692072,2,"Bajo"
"Guangzhou, China","Sector 22",23.133669,113.406808,1,"Alto"
"Kuala Lumpur, Malaysia","Borough Old Town",3.155741,101.616431,2,"Bajo"
"Hyderabad, India","Borough South",17.26284,78.464424,3,"Medio"
"Chennai, India","District 22",12.974622,80.332362,2,"Bajo"
"Amsterdam, Netherlands","Ward I",52.395008,4.904408,1,"Alto"
"Jakarta, Indonesia","Sector 20",-6.090325,106.884313,2,"Bajo"
"Lima, Peru","Borough Old Town",-11.985509,-77.206691,3,"Medio"
"Karachi, Pakistan","Sector 10",24.921004,67.019498,2,"Bajo"
"Buenos Aires, Argentina","Ward A",-34.535689,-58.378269,3,"Medio"
"Delhi, India","Sector 28",28.63469,77.200871,2,"Bajo"
"Riyadh, Saudi Arabia","Zone IV",24.684982,46.696927,3,"Medio"
"Hong Kong, China","Sector 11",22.283314,114.260761,2,"Bajo"
"Durban, South Africa","Ward I",-29.820669,30.857434,3,"Medio"
"London, UK","Sector 25",51.31296,0.021673,2,"Bajo"
"Tehran, Iran","Ward A",35.693289,51.41302,1,"Alto"
"Athens, Greece","Ward H",37.947578,23.700362,2,"Bajo"
"Copenhagen, Denmark","Ward F",55.577564,12.617808,1,"Alto"
"Durban, South Africa","Sector 14",-29.883486,31.140795,2,"Bajo"
"Buenos Aires, Argentina","District 23",-34.761502,-58.472057,1,"Alto"
"Bogotá, Colombia","Ward C",4.625226,-74.163526,2,"Bajo"
"Mexico City, Mexico","Sector 20",19.367945,-99.056559,1,"Alto"
"Durban, South Africa","Sector 19",-29.800973,31.009431,3,"Medio"
"Bangkok, Thailand","District 5",13.727426,100.465606,3,"Medio"
"San Francisco, USA","Ward E",37.835309,-122.274335,3,"Medio"
"Shenzhen, China","Ward E",22.540064,114.110958,1,"Alto"
"Lima, Peru","Borough Old Town",-12.118258,-76.909295,2,"Bajo"
"Paris, France","Ward C",48.891295,2.295446,2,"Bajo"
"Guangzhou, China","Sector 28",23.146377,113.298146,2,"Bajo"
"Amsterdam, Netherlands","Sector 2",52.288419,4.855197,2,"Bajo"
"Shenzhen, China","District 10",22.412053,114.128927,2,"Bajo"
"Singapore, Singapore","District 10",1.43764,103.676573,3,"Medio"
"Shenzhen, China","Sector 24",22.511057,114.075417,2,"Bajo"
"Doha, Qatar","Ward A",25.295852,51.608392,3,"Medio"
"Buenos Aires, Argentina","District 20",-34.63483,-58.257342,2,"Bajo"
"Istanbul, Türkiye","Sector 21",41.014815,28.879246,2,"Bajo"
"Bengaluru, India","District 26",12.821584,77.658558,3,"Medio"
"Brisbane, Australia","Zone IV",-27.492507,152.960777,1,"Alto"
"Kolkata, India","Borough Delta",22.599995,88.379854,2,"Bajo"
"Cape Town, South Africa","Borough Harbor",-33.857148,18.30334,1,"Alto"
"Washington DC, USA","Borough Old Town",38.957521,-77.085592,1,"Alto"
"Rome, Italy","Ward G",41.782952,12.41866,2,"Bajo"
"Accra, Ghana","Borough Old Town",5.657619,-0.143676,3,"Medio"
"Cape Town, South Africa","Zone VII",-34.007348,18.471165,2,"Bajo"
"Shenzhen, China","District 3",22.583007,114.082181,3,"Medio"
"Barcelona, Spain","District 26",41.304475,2.080163,3,"Medio"
"Rotterdam, Netherlands","Sector 14",51.972476,4.515549,2,"Bajo"
"Vancouver, Canada","Sector 27",49.344737,-123.154961,3,"Medio"
"Montreal, Canada","Borough Central",45.516611,-73.511508,1,"Alto"
"Miami, USA","District 21",25.913739,-80.167059,3,"Medio"
"Mexico City, Mexico","District 28",19.460307,-99.055728,2,"Bajo"
"Bangkok, Thailand","Ward D",13.767741,100.511072,3,"Medio"
"San Francisco, USA","Ward I",37.840868,-122.301488,2,"Bajo"
"Lagos, Nigeria","Zone IV",6.495519,3.420541,3,"Medio"
"Seoul, South Korea","Ward A",37.488973,126.980101,1,"Alto"
"Auckland, New Zealand","Sector 28",-36.999038,174.733442,2,"Bajo"
"Colombo, Sri Lanka","Borough Hillside",7.025741,79.839333,3,"Medio"
"Amsterdam, Netherlands","Borough Riverside",52.425484,4.99957,3,"Medio"
"Bangkok, Thailand","Sector 8",13.626737,100.457518,2,"Bajo"
"Bengaluru, India","Zone VI",13.055874,77.554444,3,"Medio"
"Barcelona, Spain","Zone VI",41.364021,2.26098,2,"Bajo"
"Hong Kong, China","Sector 12",22.26686,113.996481,1,"Alto"
"Pune, India","Sector 29",18.518178,73.881578,2,"Bajo"
"Auckland, New Zealand","Borough Central",-36.771473,174.810434,2,"Bajo"
"Bengaluru, India","Borough Delta",12.993341,77.487358,3,"Medio"
"Cape Town, South Africa","Zone IV",-33.990174,18.403514,1,"Alto"
"Kolkata, India","Ward E",22.507044,88.48174,1,"Alto"
"Jakarta, Indonesia","Ward K",-6.264756,106.763907,2,"Bajo"
"Osaka, Japan","Zone VI",34.649943,135.523736,3,"Medio"
"Ahmedabad, India","Borough South",23.111183,72.678808,3,"Medio"
"Doha, Qatar","Borough Old Town",25.299325,51.421001,3,"Medio"
"Durban, South Africa","Zone I",-29.91297,30.905271,1,"Alto"
"Osaka, Japan","Sector 3",34.653574,135.499013,3,"Medio"
"London, UK","Ward C",51.456889,-0.048433,2,"Bajo"
"Brisbane, Australia","Ward A",-27.439677,153.04085,3,"Medio"
"Taipei, Taiwan","Sector 6",25.032768,121.597906,2,"Bajo"
"Athens, Greece","Zone VII",38.135831,23.705049,2,"Bajo"
"Copenhagen, Denmark","Borough East",55.59184,12.492286,2,"Bajo"
"Guangzhou, China","Sector 14",23.03044,113.258364,2,"Bajo"
"Tokyo, Japan","Zone III",35.650066,139.653337,3,"Medio"
"Dhaka, Bangladesh","Zone VII",23.918204,90.541913,1,"Alto"
"Buenos Aires, Argentina","Borough East",-34.670257,-58.518195,2,"Bajo"
"Sydney, Australia","Borough West",-33.719456,151.278723,1,"Alto"
"Rio de Janeiro, Brazil","Zone III",-22.863284,-43.226064,2,"Bajo"
"Paris, France","Borough Harbor",48.852955,2.417307,1,"Alto"
"Delhi, India","District 9",28.568189,77.292327,3,"Medio"
"Mexico City, Mexico","Zone VI",19.394322,-99.158494,1,"Alto"
"Tokyo, Japan","Ward F",35.720696,139.649669,2,"Bajo"
"Ho Chi Minh City, Vietnam","District 15",10.931769,106.519908,3,"Medio"
"Colombo, Sri Lanka","Zone IX",7.054557,79.830878,2,"Bajo"
"Durban, South Africa","Borough Delta",-29.924032,31.014291,3,"Medio"
"Hamburg, Germany","Sector 28",53.592178,9.957154,1,"Alto"
"Sydney, Australia","Sector 17",-33.806806,151.172858,1,"Alto"
"Cape Town, South Africa","Zone II",-33.872106,18.3264,3,"Medio"
"Rio de Janeiro, Brazil","Ward D",-22.951122,-43.260847,2,"Bajo"
"Bangkok, Thailand","Borough North",13.692472,100.572227,2,"Bajo"
"Sydney, Australia","Zone IX",-33.827183,151.067937,2,"Bajo"
"Athens, Greece","Ward A",37.916644,23.724819,2,"Bajo"
"Montreal, Canada","District 15",45.494786,-73.601424,1,"Alto"
"Delhi, India","Zone IX",28.699424,77.108384,1,"Alto"
"Hanoi, Vietnam","District 16",21.013838,105.787986,1,"Alto"
"Buenos Aires, Argentina","District 30",-34.640374,-58.35115,2,"Bajo"
"Houston, USA","Zone II",29.757997,-95.415891,1,"Alto"
"Lagos, Nigeria","Sector 13",6.52908,3.338762,3,"Medio"
"Amsterdam, Netherlands","Zone V",52.384417,5.016081,3,"Medio"
"Cape Town, South Africa","Sector 9",-34.047768,18.470014,1,"Alto"
"Washington DC, USA","District 7",38.848084,-77.006142,2,"Bajo"
"Cape Town, South Africa","Borough West",-33.834706,18.386804,2,"Bajo"
"Shenzhen, China","District 19",22.614555,114.119776,2,"Bajo"
"Taipei, Taiwan","Ward G",25.070012,121.516686,3,"Medio"
"Karachi, Pakistan","Sector 5",24.836508,66.943636,3,"Medio"
"Buenos Aires, Argentina","Zone III",-34.672596,-58.445738,2,"Bajo"
"Kuala Lumpur, Malaysia","Zone IV",3.214714,101.674473,3,"Medio"
"Singapore, Singapore","Sector 5",1.36216,103.771226,1,"Alto"
"Houston, USA","Borough Old Town",29.701419,-95.26556,3,"Medio"
"Singapore, Singapore","Zone III",1.431328,103.866152,1,"Alto"
"Rome, Italy","District 24",41.944682,12.62506,1,"Alto"
"New Orleans, USA","Ward B",29.891411,-90.052957,2,"Bajo"
"Shanghai, China","Sector 21",31.21804,121.568636,3,"Medio"
"Karachi, Pakistan","Zone I",24.827549,67.086008,3,"Medio"
"Chennai, India","Borough Harbor",13.155329,80.300037,1,"Alto"
"Accra, Ghana","Borough Old Town",5.703659,-0.240675,2,"Bajo"
"Doha, Qatar","Ward I",25.226724,51.514155,2,"Bajo"
"Manila, Philippines","Sector 3",14.594251,120.884438,3,"Medio"
"Brisbane, Australia","Ward B",-27.407839,153.070136,2,"Bajo"
"Brisbane, Australia","Borough Old Town",-27.443145,153.096118,2,"Bajo"
"Jakarta, Indonesia","Zone VII",-6.213531,106.79718,2,"Bajo"
"Mumbai, India","District 28",19.15739,72.8669,3,"Medio"
"Lima, Peru","District 22",-12.053974,-77.036816,2,"Bajo"
"Tehran, Iran","Sector 10",35.63636,51.409971,2,"Bajo"
"Tehran, Iran","Ward H",35.726909,51.400112,2,"Bajo"
"Sao Paulo, Brazil","District 21",-23.547826,-46.675882,2,"Bajo"
"Bogotá, Colombia","Zone III",4.701989,-74.117255,2,"Bajo"
"Delhi, India","Ward I",28.646746,77.233784,3,"Medio"
"Hamburg, Germany","District 1",53.550435,9.920243,1,"Alto"
"Vancouver, Canada","Borough Hillside",49.270085,-123.145004,3,"Medio"
"Paris, France","Zone I",48.851636,2.263565,3,"Medio"
"Osaka, Japan","Borough Delta",34.779272,135.462668,2,"Bajo"
"Singapore, Singapore","Ward D",1.176167,103.803514,3,"Medio"
"Manila, Philippines","Borough North",14.483235,120.886102,1,"Alto"
"Durban, South Africa","Sector 4",-29.876827,31.100775,1,"Alto"
"Mumbai, India","Ward H",19.076808,72.903393,3,"Medio"
"Dhaka, Bangladesh","Ward B",23.728247,90.423786,2,"Bajo"
"Ho Chi Minh City, Vietnam","District 30",10.820995,106.595871,3,"Medio"
"Istanbul, Türkiye","Borough Old Town",41.052661,29.016774,3,"Medio"
"Cape Town, South Africa","Zone VII",-33.893375,18.367801,3,"Medio"
"Seoul, South Korea","Zone II",37.484222,126.90918,2,"Bajo"
"Dubai, UAE","Ward I",25.143843,55.218311,3,"Medio"
"Seoul, South Korea","Ward C",37.486727,127.119178,2,"Bajo"
"Hyderabad, India","Ward A",17.410482,78.465957,1,"Alto"
"Paris, France","Sector 10",48.915213,2.366951,3,"Medio"
"Hong Kong, China","Zone V",22.389554,114.209162,1,"Alto"
"New York, USA","Zone IV",40.768175,-74.000628,2,"Bajo"
"New York, USA","Sector 10",40.662185,-74.056807,2,"Bajo"
"Dubai, UAE","Zone II",25.306849,55.297296,2,"Bajo"
"Seoul, South Korea","Ward I",37.560969,127.063213,1,"Alto"
"Riyadh, Saudi Arabia","District 1",24.662296,46.544268,1,"Alto"
"Cape Town, South Africa","Borough Old Town",-33.922298,18.527665,3,"Medio"
"Miami, USA","Sector 27",25.754888,-80.144672,2,"Bajo"
"Miami, USA","District 20",25.78618,-80.088194,2,"Bajo"
"Rotterdam, Netherlands","Zone IX",51.928137,4.484874,2,"Bajo"
"Seoul, South Korea","Zone I",37.526164,126.977116,2,"Bajo"
"Ho Chi Minh City, Vietnam","District 15",10.762099,106.597214,3,"Medio"
"Washington DC, USA","Borough Harbor",38.863164,-76.867894,3,"Medio"
"Paris, France","District 18",48.976621,2.280111,1,"Alto"
"Hong Kong, China","Ward F",22.501791,114.315287,2,"Bajo"
"Durban, South Africa","Zone IV",-29.854879,31.077289,2,"Bajo"
"Riyadh, Saudi Arabia","Ward I",24.721389,46.653552,3,"Medio"
"Singapore, Singapore","Sector 1",1.42136,103.799418,2,"Bajo"
"Paris, France","District 2",48.748143,2.409918,2,"Bajo"
"Shanghai, China","Borough West",31.226053,121.538879,2,"Bajo"
"Sydney, Australia","Ward A",-33.972494,151.193279,1,"Alto"
"Bangkok, Thailand","Borough Central",13.802464,100.668429,2,"Bajo"
"Hyderabad, India","Zone I",17.577729,78.431846,1,"Alto"
"Kolkata, India","Borough Riverside",22.680852,88.393461,3,"Medio"
"Sao Paulo, Brazil","Ward A",-23.561817,-46.664354,2,"Bajo"
"Hong Kong, China","Ward G",22.237279,114.156947,3,"Medio"
"Kolkata, India","District 3",22.4996,88.359547,2,"Bajo"
"Bogotá, Colombia","Borough Old Town",4.60435,-74.02567,3,"Medio"
